0	-5
0.01	-4.921578878
0.02	-4.846820841
0.03	-4.775582199
0.04	-4.707724836
0.05	-4.643115993
0.06	-4.581628061
0.07	-4.523138371
0.08	-4.467529008
0.09	-4.414686623
0.1	-4.364502249
0.11	-4.316871137
0.12	-4.271692585
0.13	-4.228869779
0.14	-4.188309647
0.15	-4.149922705
0.16	-4.11362292
0.17	-4.079327576
0.18	-4.046957138
0.19	-4.016435137
0.2	-3.98768804
0.21	-3.960645141
0.22	-3.935238451
0.23	-3.911402586
0.24	-3.889074669
0.25	-3.868194233
0.26	-3.848703122
0.27	-3.830545405
0.28	-3.813667288
0.29	-3.798017027
0.3	-3.783544853
0.31	-3.770202889
0.32	-3.757945082
0.33	-3.746727127
0.34	-3.736506401
0.35	-3.727241896
0.36	-3.718894156
0.37	-3.711425219
0.38	-3.704798553
0.39	-3.698979006
0.4	-3.693932748
0.41	-3.689627224
0.42	-3.686031096
0.43	-3.683114206
0.44	-3.680847522
0.45	-3.679203097
0.46	-3.678154026
0.47	-3.677674408
0.48	-3.677739302
0.49	-3.678324695
0.5	-3.679407461
0.51	-3.680965329
0.52	-3.682976852
0.53	-3.68542137
0.54	-3.688278983
0.55	-3.691530519
0.56	-3.695157508
0.57	-3.699142156
0.58	-3.703467312
0.59	-3.708116454
0.6	-3.713073652
0.61	-3.718323556
0.62	-3.723851368
0.63	-3.729642822
0.64	-3.735684162
0.65	-3.741962126
0.66	-3.748463922
0.67	-3.755177216
0.68	-3.762090107
0.69	-3.769191117
0.7	-3.776469172
0.71	-3.783913585
0.72	-3.791514045
0.73	-3.7992606
0.74	-3.807143642
0.75	-3.815153898
0.76	-3.823282414
0.77	-3.831520543
0.78	-3.839859936
0.79	-3.848292527
0.8	-3.856810527
0.81	-3.865406408
0.82	-3.874072896
0.83	-3.882802965
0.84	-3.89158982
0.85	-3.900426895
0.86	-3.90930784
0.87	-3.918226518
0.88	-3.92717699
0.89	-3.936153516
0.9	-3.94515054
0.91	-3.954162689
0.92	-3.963184761
0.93	-3.972211725
0.94	-3.981238709
0.95	-3.990260998
0.96	-3.999274026
0.97	-4.008273373
0.98	-4.017254755
0.99	-4.026214027
1	-4.035147171
1.01	-4.044050294
1.02	-4.052919624
1.03	-4.061751505
1.04	-4.070542394
1.05	-4.079288857
1.06	-4.087987562
1.07	-4.096635281
1.08	-4.105228882
1.09	-4.113765328
1.1	-4.122241673
1.11	-4.130655058
1.12	-4.139002711
1.13	-4.147281941
1.14	-4.155490136
1.15	-4.163624763
1.16	-4.171683363
1.17	-4.179663547
1.18	-4.187562999
1.19	-4.195379468
1.2	-4.20311077
1.21	-4.210754785
1.22	-4.218309453
1.23	-4.225772775
1.24	-4.233142809
1.25	-4.240417669
1.26	-4.247595526
1.27	-4.2546746
1.28	-4.261653165
1.29	-4.268529546
1.3	-4.275302114
1.31	-4.281969288
1.32	-4.288529534
1.33	-4.294981362
1.34	-4.301323325
1.35	-4.30755402
1.36	-4.313672083
1.37	-4.319676194
1.38	-4.325565067
1.39	-4.331337459
1.4	-4.336992161
1.41	-4.342528004
1.42	-4.34794385
1.43	-4.353238601
1.44	-4.358411189
1.45	-4.363460582
1.46	-4.368385777
1.47	-4.373185807
1.48	-4.377859734
1.49	-4.382406651
1.5	-4.38682568
1.51	-4.391115974
1.52	-4.395276714
1.53	-4.399307109
1.54	-4.403206396
1.55	-4.406973839
1.56	-4.410608728
1.57	-4.414110383
1.58	-4.417478144
1.59	-4.420711381
1.6	-4.423809488
1.61	-4.426771881
1.62	-4.429598005
1.63	-4.432287324
1.64	-4.43483933
1.65	-4.437253533
1.66	-4.439529471
1.67	-4.441666702
1.68	-4.443664807
1.69	-4.445523387
1.7	-4.447242068
1.71	-4.448820495
1.72	-4.450258335
1.73	-4.451555276
1.74	-4.452711026
1.75	-4.453725315
1.76	-4.454597891
1.77	-4.455328524
1.78	-4.455917004
1.79	-4.456363138
1.8	-4.456666755
1.81	-4.456827702
1.82	-4.456845846
1.83	-4.456721072
1.84	-4.456453284
1.85	-4.456042405
1.86	-4.455488375
1.87	-4.454791155
1.88	-4.45395072
1.89	-4.452967067
1.9	-4.451840209
1.91	-4.450570176
1.92	-4.449157016
1.93	-4.447600796
1.94	-4.445901598
1.95	-4.444059522
1.96	-4.442074685
1.97	-4.439947222
1.98	-4.437677283
1.99	-4.435265035
2	-4.432710664
2.01	-4.430014368
2.02	-4.427176366
2.03	-4.424196889
2.04	-4.421076188
2.05	-4.417814528
2.06	-4.414412189
2.07	-4.41086947
2.08	-4.407186681
2.09	-4.403364153
2.1	-4.399402229
2.11	-4.395301268
2.12	-4.391061644
2.13	-4.386683749
2.14	-4.382167987
2.15	-4.377514778
2.16	-4.372724557
2.17	-4.367797775
2.18	-4.362734896
2.19	-4.3575364
2.2	-4.352202781
2.21	-4.346734548
2.22	-4.341132224
2.23	-4.335396345
2.24	-4.329527465
2.25	-4.323526148
2.26	-4.317392975
2.27	-4.31112854
2.28	-4.30473345
2.29	-4.298208327
2.3	-4.291553806
2.31	-4.284770537
2.32	-4.27785918
2.33	-4.270820414
2.34	-4.263654925
2.35	-4.256363418
2.36	-4.248946608
2.37	-4.241405223
2.38	-4.233740004
2.39	-4.225951708
2.4	-4.2180411
2.41	-4.21000896
2.42	-4.201856082
2.43	-4.19358327
2.44	-4.185191342
2.45	-4.176681127
2.46	-4.168053467
2.47	-4.159309217
2.48	-4.150449243
2.49	-4.141474422
2.5	-4.132385644
2.51	-4.12318381
2.52	-4.113869834
2.53	-4.10444464
2.54	-4.094909164
2.55	-4.085264354
2.56	-4.075511167
2.57	-4.065650573
2.58	-4.055683552
2.59	-4.045611097
2.6	-4.035434208
2.61	-4.025153899
2.62	-4.014771193
2.63	-4.004287123
2.64	-3.993702733
2.65	-3.983019078
2.66	-3.972237222
2.67	-3.96135824
2.68	-3.950383214
2.69	-3.939313239
